#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	refseq_category	taxid	organism_name	ftp_path
GCF_000770115.1	representative genome	669	Vibrio harveyi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/115/GCF_000770115.1_ASM77011v2
GCF_002204915.1	representative genome	672	Vibrio vulnificus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/204/915/GCF_002204915.1_ASM220491v1
GCF_001558255.2	representative genome	673	Grimontia hollisae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/255/GCF_001558255.2_ASM155825v2
GCF_900460255.1	representative genome	675	Vibrio cincinnatiensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/460/255/GCF_900460255.1_34500_B01
GCF_001558415.2	representative genome	676	Vibrio fluvialis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/558/415/GCF_001558415.2_ASM155841v2
GCF_002906475.1	representative genome	680	Vibrio campbellii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/475/GCF_002906475.1_ASM290647v1
GCF_002892925.1	representative genome	685	Vibrio diazotrophicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/892/925/GCF_002892925.1_ASM289292v1
GCF_002196515.1	representative genome	687	Vibrio gazogenes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/196/515/GCF_002196515.1_ASM219651v1
GCF_001691055.1	representative genome	688	Aliivibrio logei	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/691/055/GCF_001691055.1_ASM169105v1
GCF_013364395.1	representative genome	689	Vibrio mediterranei	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/364/395/GCF_013364395.1_ASM1336439v1
GCF_020991025.1	representative genome	703	Plesiomonas shigelloides	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/991/025/GCF_020991025.1_ASM2099102v1
GCF_023518055.1	representative genome	714	Aggregatibacter actinomycetemcomitans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/518/055/GCF_023518055.1_ASM2351805v1
GCF_900638445.1	representative genome	715	Actinobacillus pleuropneumoniae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/445/GCF_900638445.1_57675_E01
GCF_900444945.1	representative genome	720	Actinobacillus lignieresii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/444/945/GCF_900444945.1_50450_B01
GCF_900460625.1	representative genome	722	Actinobacillus seminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/460/625/GCF_900460625.1_49642_E01
GCF_900445015.1	representative genome	723	Actinobacillus ureae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/015/GCF_900445015.1_55147_H01
GCF_900477945.1	representative genome	726	Haemophilus haemolyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/477/945/GCF_900477945.1_45473_H02
GCF_000931575.1	representative genome	727	Haemophilus influenzae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/931/575/GCF_000931575.1_ASM93157v1
GCF_011765605.1	representative genome	728	Avibacterium paragallinarum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/765/605/GCF_011765605.1_ASM1176560v1
GCF_001647695.1	representative genome	730	[Haemophilus] ducreyi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/695/GCF_001647695.1_ASM164769v1
GCF_900450725.1	representative genome	733	Canicola haemoglobinophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/450/725/GCF_900450725.1_49595_B01
GCF_002015115.1	representative genome	734	Haemophilus paracuniculus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/015/115/GCF_002015115.1_ASM201511v1
GCF_016889385.1	representative genome	735	Haemophilus parahaemolyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/889/385/GCF_016889385.1_ASM1688938v1
GCF_900451065.1	representative genome	736	Haemophilus paraphrohaemolyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/451/065/GCF_900451065.1_45473_G02
GCF_017352235.1	representative genome	738	Glaesserella parasuis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/352/235/GCF_017352235.1_ASM1735223v1
GCF_002073255.2	representative genome	747	Pasteurella multocida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/255/GCF_002073255.2_ASM207325v2
GCF_900454535.1	representative genome	751	Avibacterium avium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/454/535/GCF_900454535.1_46338_B01
GCF_020810675.1	representative genome	753	Pasteurella canis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/810/675/GCF_020810675.1_ASM2081067v1
GCF_900186835.1	representative genome	754	Pasteurella dagmatis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/835/GCF_900186835.1_49950_F01
GCF_004362535.1	representative genome	755	Avibacterium gallinarum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/362/535/GCF_004362535.1_ASM436253v1
GCF_000730685.1	representative genome	758	Rodentibacter pneumotropicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/685/GCF_000730685.1_ASM73068v1
GCF_900454705.1	representative genome	761	Pasteurella testudinis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/454/705/GCF_900454705.1_50465_G01
GCF_900635775.1	representative genome	762	Avibacterium volantium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/635/775/GCF_900635775.1_33763_C01
GCF_009498695.1	representative genome	774	Bartonella bacilliformis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/498/695/GCF_009498695.1_ASM949869v1
GCF_013460375.1	representative genome	779	Ehrlichia ruminantium	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/460/375/GCF_013460375.1_ASM1346037v1
GCF_009936175.1	representative genome	803	Bartonella quintana	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/936/175/GCF_009936175.1_ASM993617v1
GCF_900638615.1	representative genome	807	Bartonella elizabethae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/638/615/GCF_900638615.1_58174_F01
GCF_016889925.1	representative genome	817	Bacteroides fragilis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/889/925/GCF_016889925.1_ASM1688992v1
GCF_014131755.1	representative genome	818	Bacteroides thetaiotaomicron	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/131/755/GCF_014131755.1_ASM1413175v1
GCF_020885855.1	representative genome	821	Phocaeicola vulgatus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/885/855/GCF_020885855.1_ASM2088585v1
GCF_012273055.1	representative genome	823	Parabacteroides distasonis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/273/055/GCF_012273055.1_ASM1227305v1
GCF_001190745.1	representative genome	824	Campylobacter gracilis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/745/GCF_001190745.1_ASM119074v1
GCF_013372225.1	representative genome	827	Campylobacter ureolyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/372/225/GCF_013372225.1_ASM1337222v1
GCF_018389405.1	representative genome	839	Prevotella ruminicola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/389/405/GCF_018389405.1_ASM1838940v1
GCF_002127965.1	representative genome	847	Oxalobacter formigenes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/127/965/GCF_002127965.1_ASM212796v1
GCF_900450765.1	representative genome	858	Fusobacterium necrogenes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/450/765/GCF_900450765.1_42650_B02
GCF_003019675.1	representative genome	861	Fusobacterium ulcerans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/019/675/GCF_003019675.1_ASM301967v1
GCF_014076555.1	representative genome	865	Pectinatus frisingensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/076/555/GCF_014076555.1_ASM1407655v1
GCF_900115655.1	representative genome	867	Ruminobacter amylophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/115/655/GCF_900115655.1_IMG-taxon_2595698241_annotated_assembly
GCF_017815575.1	representative genome	876	Desulfovibrio desulfuricans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/815/575/GCF_017815575.1_ASM1781557v1
GCF_013371475.1	representative genome	891	Desulfuromonas acetoxidans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/371/475/GCF_013371475.1_ASM1337147v1
GCF_002009335.2	representative genome	897	Desulfococcus multivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/335/GCF_002009335.2_ASM200933v2
GCF_902373865.1	representative genome	901	Desulfovibrio piger	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/373/865/GCF_902373865.1_MGYG-HGUT-01321
GCF_003006415.1	representative genome	907	Megasphaera elsdenii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/006/415/GCF_003006415.1_ASM300641v1
GCF_900110145.1	representative genome	917	Nitrosomonas marina	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/110/145/GCF_900110145.1_IMG-taxon_2671180082_annotated_assembly
GCF_013462805.1	representative genome	920	Acidithiobacillus ferrooxidans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/462/805/GCF_013462805.1_ASM1346280v1
GCF_023555375.1	representative genome	923	Guyparkeria hydrothermalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/555/375/GCF_023555375.1_ASM2355537v1
GCF_002028405.1	representative genome	926	Thiomonas intermedia	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/028/405/GCF_002028405.1_ASM202840v1
GCF_012790675.1	representative genome	949	Anaplasma platys	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/790/675/GCF_012790675.1_ASM1279067v1
GCF_014107475.1	representative genome	955	Wolbachia pipientis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/107/475/GCF_014107475.1_ASM1410747v1
GCF_000691605.1	representative genome	959	Bdellovibrio bacteriovorus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/691/605/GCF_000691605.1_ASM69160v1
GCF_006874605.1	representative genome	960	Bacteriovorax stolpii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/874/605/GCF_006874605.1_ASM687460v1
GCF_006378125.1	representative genome	964	Herbaspirillum seropedicae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/378/125/GCF_006378125.1_ASM637812v1
GCF_001995095.2	representative genome	966	Oceanospirillum linum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/995/095/GCF_001995095.2_ASM199509v2
GCF_900142775.1	representative genome	983	Flavobacterium flevense	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/142/775/GCF_900142775.1_IMG-taxon_2700988729_annotated_assembly
GCF_004104035.1	representative genome	988	Leeuwenhoekiella marinoflava	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/104/035/GCF_004104035.1_ASM410403v1
GCF_003254275.1	representative genome	990	Breznakibacter xylanolyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/254/275/GCF_003254275.1_ASM325427v1
GCF_002217335.1	representative genome	991	Flavobacterium hydatis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/217/335/GCF_002217335.1_ASM221733v1
GCF_014844295.1	representative genome	996	Flavobacterium columnare	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/844/295/GCF_014844295.1_ASM1484429v1
GCF_900113045.1	representative genome	1003	Thermoflexibacter ruber	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/045/GCF_900113045.1_IMG-taxon_2636415974_annotated_assembly
GCF_900119105.1	representative genome	1004	Chitinophaga sancti	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/105/GCF_900119105.1_IMG-taxon_2595699005_annotated_assembly
GCF_900102835.1	representative genome	1010	Sphingobacterium mizutaii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/835/GCF_900102835.1_IMG-taxon_2634166301_annotated_assembly
GCF_900637795.1	representative genome	1014	Weeksella virosa	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/795/GCF_900637795.1_52592_H02
GCF_900445655.1	representative genome	1015	Bergeyella zoohelcum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/655/GCF_900445655.1_51184_H02
GCF_002302415.1	representative genome	1017	Capnocytophaga gingivalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/415/GCF_002302415.1_ASM230241v1
GCF_002302495.1	representative genome	1019	Capnocytophaga sputigena	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/495/GCF_002302495.1_ASM230249v1
GCF_900177665.1	representative genome	1028	Marivirga sericea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/665/GCF_900177665.1_IMG-taxon_2595699006_annotated_assembly
GCF_900445155.1	representative genome	1035	Afipia felis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/155/GCF_900445155.1_52067_E01
GCF_000715015.1	representative genome	1044	Erythrobacter longus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/715/015/GCF_000715015.1_Ery_DSM_6997_v1
GCF_004343155.1	representative genome	1048	Marichromatium gracile	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/343/155/GCF_004343155.1_ASM434315v1
GCF_002356555.2	representative genome	1052	Halorhodospira halochloris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/555/GCF_002356555.2_HH1059_assembly_1.0
GCF_016584105.1	representative genome	1054	Ectothiorhodospira shaposhnikovii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/584/105/GCF_016584105.1_ASM1658410v1
GCF_016583835.1	representative genome	1057	Thiococcus pfennigii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/583/835/GCF_016583835.1_ASM1658383v1
GCF_900106925.1	representative genome	1058	Thiocapsa roseopersicina	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/925/GCF_900106925.1_IMG-taxon_2684622843_annotated_assembly
GCF_009469755.1	representative genome	1066	Rhodocyclus tenuis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/469/755/GCF_009469755.1_ASM946975v1
GCF_016653115.1	representative genome	1067	Rhodocyclus purpureus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/653/115/GCF_016653115.1_ASM1665311v1
GCF_002937115.1	representative genome	1071	Rhodopila globiformis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/937/115/GCF_002937115.1_ASM293711v1
GCF_900187365.1	representative genome	1074	Rhodoblastus acidophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/365/GCF_900187365.1_IMG-taxon_2724679731_annotated_assembly
GCF_003071405.1	representative genome	1075	Fuscovulum blasticum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/071/405/GCF_003071405.1_ASM307140v1
GCF_016584445.1	representative genome	1076	Rhodopseudomonas palustris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/584/445/GCF_016584445.1_ASM1658444v1
GCF_001402875.1	representative genome	1079	Blastochloris viridis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/402/875/GCF_001402875.1_ASM140287v1
GCF_900108475.1	representative genome	1082	Magnetospirillum fulvum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/475/GCF_900108475.1_IMG-taxon_2597490343_annotated_assembly
GCF_016583645.1	representative genome	1088	Rhodovibrio sodomensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/583/645/GCF_016583645.1_ASM1658364v1
GCF_003968655.1	representative genome	1094	Chlorobium phaeovibrioides	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/968/655/GCF_003968655.1_ASM396865v1
GCF_006265245.1	representative genome	1098	Prosthecochloris vibrioformis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/265/245/GCF_006265245.1_ASM626524v1
GCF_001663175.1	representative genome	1112	Erythrobacter neustonensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/663/175/GCF_001663175.1_ASM166317v1
GCF_000012525.1	representative genome	1140	Synechococcus elongatus PCC 7942 = FACHB-805	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/525/GCF_000012525.1_ASM1252v1
GCF_904830935.1	representative genome	1160	Planktothrix agardhii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/904/830/935/GCF_904830935.1_P._agardhii_No.976
GCF_900109785.1	representative genome	1233	Nitrosovibrio tenuis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/785/GCF_900109785.1_IMG-taxon_2671180071_annotated_assembly
GCF_009708955.1	representative genome	1238	Piscirickettsia salmonis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/708/955/GCF_009708955.1_ASM970895v1
GCF_009913915.1	representative genome	1245	Leuconostoc mesenteroides	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/913/915/GCF_009913915.1_ASM991391v1
GCF_007954605.1	representative genome	1246	Leuconostoc lactis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/605/GCF_007954605.1_ASM795460v1
GCF_020510245.1	representative genome	1247	Oenococcus oeni	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/510/245/GCF_020510245.1_ASM2051024v1
GCF_015689215.1	representative genome	1249	Weissella paramesenteroides	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/689/215/GCF_015689215.1_ASM1568921v1
GCF_004354645.1	representative genome	1251	Leuconostoc fallax	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/354/645/GCF_004354645.1_ASM435464v1
GCF_007954525.1	representative genome	1252	Leuconostoc carnosum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/954/525/GCF_007954525.1_ASM795452v1
GCF_013127755.1	representative genome	1254	Pediococcus acidilactici	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/127/755/GCF_013127755.1_ASM1312775v1
GCF_016791605.1	representative genome	1258	Peptoniphilus asaccharolyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/791/605/GCF_016791605.1_ASM1679160v1
GCF_002243135.1	representative genome	1260	Finegoldia magna	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/243/135/GCF_002243135.1_ASM224313v1
GCF_900454605.1	representative genome	1261	Peptostreptococcus anaerobius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/454/605/GCF_900454605.1_51470_H02
GCF_902362755.1	representative genome	1267	Sarcina ventriculi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/362/755/GCF_902362755.1_MGYG-HGUT-00048
GCF_019890915.1	representative genome	1270	Micrococcus luteus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/890/915/GCF_019890915.1_ASM1989091v1
GCF_006539885.1	representative genome	1272	Kocuria varians	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/539/885/GCF_006539885.1_ASM653988v1
GCF_900163825.1	representative genome	1273	Micrococcus lylae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/163/825/GCF_900163825.1_ASM90016382v1
GCF_000725405.1	representative genome	1274	Dermacoccus nishinomiyaensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/725/405/GCF_000725405.1_ASM72540v1
GCF_004358895.1	representative genome	1275	Kocuria rosea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/358/895/GCF_004358895.1_ASM435889v1
GCF_900452405.1	representative genome	1276	Kytococcus sedentarius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/452/405/GCF_900452405.1_49508_H02
GCF_900458435.1	representative genome	1281	Staphylococcus carnosus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/458/435/GCF_900458435.1_50279_A02
GCF_006094375.1	representative genome	1282	Staphylococcus epidermidis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/094/375/GCF_006094375.1_ASM609437v1
GCF_001611955.1	representative genome	1283	Staphylococcus haemolyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/955/GCF_001611955.1_ASM161195v1
GCF_000816085.1	representative genome	1284	Staphylococcus hyicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/085/GCF_000816085.1_ASM81608v1
GCF_025561465.1	representative genome	1286	Staphylococcus simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/561/465/GCF_025561465.1_ASM2556146v1
GCF_000709415.1	representative genome	1288	Staphylococcus xylosus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/709/415/GCF_000709415.1_ASM70941v1
GCF_003812505.1	representative genome	1290	Staphylococcus hominis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/812/505/GCF_003812505.1_ASM381250v1
GCF_003571725.1	representative genome	1292	Staphylococcus warneri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/571/725/GCF_003571725.1_ASM357172v1
GCF_020790155.1	representative genome	1293	Staphylococcus gallinarum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/790/155/GCF_020790155.1_ASM2079015v1
GCF_900187005.1	representative genome	1294	Staphylococcus muscae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/005/GCF_900187005.1_50569_B01
GCF_902374935.1	representative genome	1295	Staphylococcus schleiferi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/374/935/GCF_902374935.1_MGYG-HGUT-01437
GCF_002209165.2	representative genome	1296	Mammaliicoccus sciuri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/165/GCF_002209165.2_ASM220916v2
GCF_901544385.1	representative genome	1302	Streptococcus gordonii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/544/385/GCF_901544385.1_42912_F01
GCF_902858935.1	representative genome	1304	Streptococcus salivarius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/858/935/GCF_902858935.1_Ssal_L25
GCF_903886475.1	representative genome	1308	Streptococcus thermophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/903/886/475/GCF_903886475.1_Streptococcus_thermophilus_CIRM_65
GCF_009738105.1	representative genome	1309	Streptococcus mutans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/738/105/GCF_009738105.1_ASM973810v1
